traveler_id,destination_key,visits,confidence,first_year,last_year,first_visit,last_visit
anthony-bourdain,Copenhagen|Denmark,1,6.5452,2013,2013,2013-10-06,2013-10-06
anthony-bourdain,Da Lat|Vietnam,1,6.5452,2010,2010,2010-03-29,2010-03-29
anthony-bourdain,Dakar|Senegal,1,6.5452,2016,2016,2016-05-29,2016-05-29
anthony-bourdain,Dar es Salaam|Tanzania,1,6.5452,2014,2014,2014-10-26,2014-10-26
anthony-bourdain,Delhi|India,1,6.5452,2014,2014,2014-04-13,2014-04-13
anthony-bourdain,Denpasar|Indonesia,1,6.5452,2018,2018,2018-10-07,2018-10-07
anthony-bourdain,Detroit|United States,1,6.5452,2013,2013,2013-11-10,2013-11-10
anthony-bourdain,Dubai|United Arab Emirates,1,6.5452,2010,2010,2010-08-09,2010-08-09
anthony-bourdain,Dublin|Ireland,1,6.5452,2007,2007,2007-01-01,2007-01-01
anthony-bourdain,Duesseldorf|Germany,1,6.5452,2016,2016,2016-06-05,2016-06-05
anthony-bourdain,Edinburgh|United Kingdom,1,6.5452,2015,2015,2015-05-10,2015-05-10
anthony-bourdain,Erbil|Iraq,1,6.5452,2011,2011,2011-08-22,2011-08-22
anthony-bourdain,Geneva|Switzerland,1,6.5452,2017,2017,2017-10-08,2017-10-08
anthony-bourdain,Glasgow|United Kingdom,1,6.5452,2002,2002,2002-07-12,2002-07-12
anthony-bourdain,Guayaquil|Ecuador,1,6.5452,2010,2010,2010-03-01,2010-03-01
anthony-bourdain,Hanoi|Vietnam,5,15.3341,2002,2016,2002-01-15,2016-09-25
anthony-bourdain,Havana|Cuba,2,9.7889,2011,2015,2011-07-11,2015-09-27
anthony-bourdain,Helsinki|Finland,1,6.5452,2012,2012,2012-05-14,2012-05-14
anthony-bourdain,Ho Chi Minh City|Vietnam,2,9.7889,2002,2014,2002-03-19,2014-10-19
anthony-bourdain,Hong Kong|Hong Kong,2,9.7889,2007,2018,2007-09-03,2018-06-03
anthony-bourdain,Honolulu|United States,2,9.7889,2008,2015,2008-03-03,2015-06-14
anthony-bourdain,Houston|United States,1,6.5452,2016,2016,2016-10-30,2016-10-30
anthony-bourdain,Istanbul|Turkey,2,9.7889,2010,2015,2010-01-18,2015-11-08
anthony-bourdain,Jakarta|Indonesia,1,6.5452,2006,2006,2006-06-19,2006-06-19
anthony-bourdain,Jerusalem|Israel,1,6.5452,2013,2013,2013-09-15,2013-09-15
anthony-bourdain,Johannesburg|South Africa,1,6.5452,2013,2013,2013-10-20,2013-10-20
anthony-bourdain,Kansas City|United States,2,9.7889,2003,2012,2003-04-04,2012-04-16
anthony-bourdain,Kingston|Jamaica,2,9.7889,2008,2014,2008-02-18,2014-11-16
anthony-bourdain,Kingstown|Saint Vincent and the Grenadines,1,6.5452,2010,2010,2010-07-05,2010-07-05
anthony-bourdain,Kinshasa|Congo (Kinshasa),1,6.5452,2013,2013,2013-06-09,2013-06-09
anthony-bourdain,Kuala Lumpur|Malaysia,1,6.5452,2005,2005,2005-08-22,2005-08-22
anthony-bourdain,Kuching|Malaysia,1,6.5452,2015,2015,2015-11-01,2015-11-01
anthony-bourdain,Kyiv|Ukraine,1,6.5452,2011,2011,2011-08-15,2011-08-15
anthony-bourdain,Lagos|Nigeria,1,6.5452,2017,2017,2017-10-15,2017-10-15
anthony-bourdain,Las Vegas|United States,2,9.7889,2005,2014,2005-10-17,2014-04-20
anthony-bourdain,Lima|Peru,2,9.7889,2006,2013,2006-04-10,2013-06-02
anthony-bourdain,Lisbon|Portugal,2,9.7889,2002,2012,2002-07-08,2012-04-30
anthony-bourdain,Livingston|United States,2,9.7889,2009,2016,2009-08-24,2016-05-15
anthony-bourdain,London|United Kingdom,3,12.0904,2002,2016,2002-04-20,2016-10-23
anthony-bourdain,Los Angeles|United States,4,13.8755,2002,2017,2002-02-26,2017-04-30
anthony-bourdain,Luang Prabang|Laos,2,9.7889,2008,2017,2008-07-07,2017-05-14
anthony-bourdain,Madrid|Spain,4,13.8755,2008,2018,2008-08-18,2018-09-30
anthony-bourdain,Managua|Nicaragua,1,6.5452,2011,2011,2011-03-14,2011-03-14
anthony-bourdain,Manila|Philippines,2,9.7889,2009,2016,2009-02-16,2016-04-24
anthony-bourdain,Maputo|Mozambique,1,6.5452,2012,2012,2012-04-09,2012-04-09
anthony-bourdain,Melbourne|Australia,2,9.7889,2003,2009,2003-05-02,2009-07-20
anthony-bourdain,Memphis|United States,1,6.5452,2014,2014,2014-05-18,2014-05-18
anthony-bourdain,Mexico City|Mexico,2,9.7889,2009,2014,2009-01-05,2014-05-04
anthony-bourdain,Miami|United States,2,9.7889,2006,2015,2006-04-03,2015-05-03
anthony-bourdain,Minneapolis|United States,1,6.5452,2003,2003,2003-03-28,2003-03-28
anthony-bourdain,Monrovia|Liberia,1,6.5452,2010,2010,2010-07-19,2010-07-19
anthony-bourdain,Montevideo|Uruguay,2,9.7889,2008,2018,2008-07-28,2018-05-06
anthony-bourdain,Montreal|Canada,1,6.5452,2006,2006,2006-04-17,2006-04-17
anthony-bourdain,Moscow|Russia,2,9.7889,2007,2014,2007-01-29,2014-05-11
anthony-bourdain,Mumbai|India,1,6.5452,2006,2006,2006-06-05,2006-06-05
anthony-bourdain,Muscat|Oman,1,6.5452,2017,2017,2017-06-11,2017-06-11
anthony-bourdain,Nairobi|Kenya,1,6.5452,2018,2018,2018-09-23,2018-09-23
anthony-bourdain,Napa|United States,1,6.5452,2002,2002,2002-04-30,2002-04-30
anthony-bourdain,Nashville|United States,1,6.5452,2016,2016,2016-10-02,2016-10-02
anthony-bourdain,New Orleans|United States,4,13.8755,2003,2018,2003-02-28,2018-06-17
anthony-bourdain,Nice|France,2,9.7889,2010,2015,2010-03-22,2015-10-04
anthony-bourdain,Osaka|Japan,1,6.5452,2006,2006,2006-05-08,2006-05-08
anthony-bourdain,Palm Springs|United States,1,6.5452,2011,2011,2011-08-08,2011-08-08
anthony-bourdain,Panama City|Panama,1,6.5452,2010,2010,2010-01-11,2010-01-11
anthony-bourdain,Paris|France,2,9.7889,2005,2010,2005-07-25,2010-09-06
anthony-bourdain,Paro|Bhutan,1,6.5452,2018,2018,2018-06-24,2018-06-24
anthony-bourdain,Penang|Malaysia,1,6.5452,2012,2012,2012-06-04,2012-06-04
anthony-bourdain,Philipsburg|Netherlands Antilles,1,6.5452,2003,2003,2003-02-21,2003-02-21
anthony-bourdain,Phnom Penh|Cambodia,2,9.7889,2002,2011,2002-01-22,2011-03-07
anthony-bourdain,Pittsburgh|United States,2,9.7889,2017,2018,2017-10-22,2018-04-29
anthony-bourdain,Port of Spain|Trinidad and Tobago,1,6.5452,2017,2017,2017-06-25,2017-06-25
anthony-bourdain,Port-au-Prince|Haiti,1,6.5452,2011,2011,2011-02-28,2011-02-28
anthony-bourdain,Portland|United States,1,6.5452,2010,2010,2010-04-12,2010-04-12
anthony-bourdain,Porto|Portugal,2,9.7889,2002,2017,2002-06-17,2017-07-02
anthony-bourdain,Prague|Czech Republic,1,6.5452,2010,2010,2010-02-01,2010-02-01
anthony-bourdain,Quebec City|Canada,1,6.5452,2013,2013,2013-05-05,2013-05-05
anthony-bourdain,Reykjavik|Iceland,1,6.5452,2005,2005,2005-08-01,2005-08-01
anthony-bourdain,Rio de Janeiro|Brazil,2,9.7889,2003,2012,2003-03-14,2012-10-15
anthony-bourdain,Riyadh|Saudi Arabia,1,6.5452,2008,2008,2008-07-21,2008-07-21
anthony-bourdain,Rome|Italy,3,12.0904,2010,2017,2010-08-16,2017-11-26
anthony-bourdain,San Diego|United States,1,6.5452,2012,2012,2012-05-28,2012-05-28
anthony-bourdain,San Francisco|United States,2,9.7889,2009,2015,2009-08-10,2015-10-18
anthony-bourdain,San Juan|Puerto Rico,2,9.7889,2006,2017,2006-05-01,2017-11-05
anthony-bourdain,Santiago|Chile,1,6.5452,2009,2009,2009-07-13,2009-07-13
anthony-bourdain,Santo Domingo|Dominican Republic,1,6.5452,2012,2012,2012-10-29,2012-10-29
anthony-bourdain,Sao Paulo|Brazil,3,12.0904,2007,2016,2007-08-13,2016-11-27
anthony-bourdain,Seattle|United States,2,9.7889,2007,2017,2007-01-15,2017-11-19
anthony-bourdain,Seoul|South Korea,2,9.7889,2006,2015,2006-06-12,2015-04-26
anthony-bourdain,Shanghai|China,2,9.7889,2007,2014,2007-07-30,2014-09-28
anthony-bourdain,Singapore|Singapore,3,12.0904,2003,2017,2003-05-16,2017-10-01
anthony-bourdain,Split|Croatia,1,6.5452,2012,2012,2012-04-23,2012-04-23
anthony-bourdain,St. John's|Canada,1,6.5452,2018,2018,2018-05-13,2018-05-13
anthony-bourdain,Stockholm|Sweden,1,6.5452,2006,2006,2006-04-24,2006-04-24
anthony-bourdain,Sydney|Australia,2,9.7889,2003,2012,2003-04-18,2012-09-10
anthony-bourdain,Tashkent|Uzbekistan,1,6.5452,2005,2005,2005-10-24,2005-10-24
anthony-bourdain,Tbilisi|Georgia,1,6.5452,2016,2016,2016-05-22,2016-05-22
anthony-bourdain,Tehran|Iran,1,6.5452,2014,2014,2014-11-02,2014-11-02
anthony-bourdain,Tokyo|Japan,7,17.6355,2002,2016,2002-01-08,2016-11-13
anthony-bourdain,Tripoli|Libya,1,6.5452,2013,2013,2013-05-19,2013-05-19
anthony-bourdain,Vancouver|Canada,1,6.5452,2008,2008,2008-01-21,2008-01-21
anthony-bourdain,Venice|Italy,1,6.5452,2009,2009,2009-01-12,2009-01-12
anthony-bourdain,Vienna|Austria,1,6.5452,2011,2011,2011-03-21,2011-03-21
anthony-bourdain,Washington|United States,1,6.5452,2009,2009,2009-01-19,2009-01-19
anthony-bourdain,Windhoek|Namibia,1,6.5452,2007,2007,2007-01-22,2007-01-22
anthony-bourdain,Yangon|Burma,1,6.5452,2013,2013,2013-04-14,2013-04-14
anthony-bourdain,Yerevan|Armenia,1,6.5452,2018,2018,2018-05-20,2018-05-20
eduardo-gomez,Atlanta|United States,4,13.8755,2022,2025,2022-05-01,2025-07-31
eduardo-gomez,Bilbao|Spain,1,6.5452,2025,2025,2025-07-13,2025-07-13
eduardo-gomez,Buenos Aires|Argentina,3,12.0904,2024,2024,2024-09-07,2024-12-07
eduardo-gomez,Chicago|United States,1,6.5452,2023,2023,2023-09-16,2023-09-16
eduardo-gomez,Detroit|United States,1,6.5452,2022,2022,2022-04-28,2022-04-28
eduardo-gomez,Dublin|Ireland,1,6.5452,2025,2025,2025-06-06,2025-06-06
eduardo-gomez,Guadalajara|Mexico,11,20.8793,2023,2026,2023-12-06,2026-08-24
eduardo-gomez,Havana|Cuba,1,6.5452,2022,2022,2022-11-14,2022-11-14
eduardo-gomez,Hong Kong|Hong Kong,1,6.5452,2026,2026,2026-11-08,2026-11-08
eduardo-gomez,Houston|United States,33,29.2109,2021,2026,2021-09-18,2026-07-03
eduardo-gomez,Lisbon|Portugal,1,6.5452,2024,2024,2024-06-08,2024-06-08
eduardo-gomez,London|United Kingdom,1,6.5452,2025,2025,2025-05-24,2025-05-24
eduardo-gomez,Madrid|Spain,1,6.5452,2025,2025,2025-06-09,2025-06-09
eduardo-gomez,Mexico City|Mexico,1,6.5452,2026,2026,2026-08-21,2026-08-21
eduardo-gomez,Monterrey|Mexico,1,6.5452,2026,2026,2026-03-06,2026-03-06
eduardo-gomez,Newark|United States,2,9.7889,2025,2025,2025-07-27,2025-08-05
eduardo-gomez,Nice|France,1,6.5452,2024,2024,2024-06-14,2024-06-14
eduardo-gomez,Pittsburgh|United States,1,6.5452,2022,2022,2022-09-19,2022-09-19
eduardo-gomez,Puebla|Mexico,1,6.5452,2026,2026,2026-05-22,2026-05-22
eduardo-gomez,Salt Lake City|United States,1,6.5452,2025,2025,2025-02-17,2025-02-17
eduardo-gomez,San Diego|United States,5,15.3341,2022,2025,2022-06-23,2025-11-07
eduardo-gomez,San Francisco|United States,11,20.8793,2021,2026,2021-06-11,2026-11-13
eduardo-gomez,Santa Ana|United States,4,13.8755,2021,2022,2021-06-13,2022-10-07
eduardo-gomez,Tokyo|Japan,2,9.7889,2025,2026,2025-08-09,2026-10-30
eduardo-gomez,Washington|United States,1,6.5452,2026,2026,2026-09-26,2026-09-26
chet-baker,New York|United States,53,32.9119,2024,2025,2024-01-01,2025-12-29
rick-steves,Amsterdam|Netherlands,3,12.0904,2002,2014,2002-10-12,2014-12-06
rick-steves,Dublin|Ireland,3,12.0904,2002,2002,2002-10-26,2002-11-09
rick-steves,Frankfurt|Germany,8,18.5778,2000,2020,2000-10-08,2020-11-05
rick-steves,Iceland's Ring Road|Iceland,1,6.5452,2025,2025,2025-10-11,2025-10-11
rick-steves,London|United Kingdom,16,23.6657,2000,2025,2000-09-17,2025-12-03
rick-steves,Paris|France,14,22.6644,2000,2025,2000-09-10,2025-11-12
rick-steves,Reykjavík|Iceland,1,6.5452,2025,2025,2025-10-04,2025-10-04
rick-steves,Rhine and Rothenburg|Germany,1,6.5452,2002,2002,2002-11-23,2002-11-23
chiron,Boston|United States,6,16.5673,2017,2024,2017-02-18,2024-09-18
chiron,Charlotte|United States,7,17.6355,2016,2025,2016-12-11,2025-12-11
chiron,Dallas|United States,6,16.5673,2017,2024,2017-05-04,2024-12-04
chiron,Miami|United States,7,17.6355,2016,2025,2016-05-15,2025-05-15
chiron,Philadelphia|United States,7,17.6355,2016,2025,2016-02-07,2025-02-07
chiron,Washington|United States,7,17.6355,2016,2025,2016-09-22,2025-09-22
charles-darwin,Boston|United States,9,19.4207,2017,2025,2017-05-13,2025-05-10
charles-darwin,Lima|Peru,9,19.4207,2017,2025,2017-09-09,2025-09-13
charles-darwin,Los Angeles|United States,9,19.4207,2017,2025,2017-11-11,2025-11-08
charles-darwin,Sao Paulo|Brazil,9,19.4207,2017,2025,2017-03-11,2025-03-08
jack-brennan,Anchorage|United States,9,19.4207,2017,2025,2017-06-10,2025-06-14
jack-brennan,Seoul|South Korea,9,19.4207,2017,2025,2017-09-09,2025-09-13
jack-brennan,Spokane|United States,9,19.4207,2017,2025,2017-03-11,2025-03-08
jack-brennan,Toronto|Canada,9,19.4207,2017,2025,2017-11-11,2025-11-08
mrs-guttingen,Cancun|Mexico,9,19.4207,2017,2025,2017-10-14,2025-10-11
mrs-guttingen,San Antonio|United States,9,19.4207,2017,2025,2017-04-08,2025-04-12
mrs-guttingen,San Jose del Cabo|Mexico,9,19.4207,2017,2025,2017-01-14,2025-01-11
mrs-guttingen,Seattle|United States,9,19.4207,2017,2025,2017-08-12,2025-08-09
mrs-walker,Baltimore|United States,9,19.4207,2017,2025,2017-05-13,2025-05-10
mrs-walker,Nassau|Bahamas,9,19.4207,2017,2025,2017-02-11,2025-02-08
mrs-walker,San Jose|Costa Rica,9,19.4207,2017,2025,2017-09-09,2025-09-13
mrs-walker,St. Louis|United States,9,19.4207,2017,2025,2017-11-11,2025-11-08
nikola-tesla,Cancun|Mexico,9,19.4207,2017,2025,2017-02-11,2025-02-08
nikola-tesla,London|United Kingdom,9,19.4207,2017,2025,2017-07-08,2025-07-12
nikola-tesla,Nashville|United States,9,19.4207,2017,2025,2017-10-14,2025-10-11
nikola-tesla,San Antonio|United States,9,19.4207,2017,2025,2017-04-08,2025-04-12
danny-hogan,New York City|United States,8,18.5778,2018,2025,2018-04-14,2025-04-12
danny-hogan,Orlando|United States,8,18.5778,2018,2025,2018-11-10,2025-11-08
danny-hogan,Puerto Vallarta|Mexico,8,18.5778,2018,2025,2018-08-11,2025-08-09
danny-hogan,San Jose del Cabo|Mexico,8,18.5778,2018,2025,2018-01-13,2025-01-11
hermes,Atlanta|United States,5,15.3341,2019,2025,2019-05-04,2025-05-04
hermes,Chicago|United States,5,15.3341,2018,2024,2018-09-22,2024-09-22
hermes,Dallas|United States,5,15.3341,2019,2025,2019-02-18,2025-02-18
hermes,Miami|United States,6,16.5673,2018,2025,2018-05-15,2025-11-15
hermes,Nassau|Bahamas,5,15.3341,2018,2024,2018-11-11,2024-11-11
hermes,Toronto|Canada,6,16.5673,2018,2025,2018-02-07,2025-09-07
mrs-bell,Boise|United States,8,18.5778,2018,2025,2018-04-14,2025-04-12
mrs-bell,Honolulu|United States,8,18.5778,2018,2025,2018-07-14,2025-07-12
mrs-bell,Puerto Vallarta|Mexico,8,18.5778,2018,2025,2018-10-13,2025-10-11
mrs-bell,San Jose del Cabo|Mexico,8,18.5778,2018,2025,2018-01-13,2025-01-11
odysseus,Barcelona|Spain,5,15.3341,2018,2024,2018-09-22,2024-09-22
odysseus,Boston|United States,5,15.3341,2019,2025,2019-06-04,2025-06-04
odysseus,Chicago|United States,5,15.3341,2018,2024,2018-11-11,2024-11-11
odysseus,Miami|United States,6,16.5673,2018,2025,2018-06-15,2025-11-15
odysseus,Punta Cana|Dominican Republic,5,15.3341,2019,2025,2019-03-18,2025-03-18
odysseus,Rome|Italy,6,16.5673,2018,2025,2018-03-07,2025-09-07
sisyphus,Chicago|United States,5,15.3341,2019,2025,2019-06-04,2025-06-04
sisyphus,Phoenix|United States,6,16.5673,2018,2025,2018-06-15,2025-12-15
sisyphus,Salt Lake City|United States,5,15.3341,2018,2024,2018-12-11,2024-12-11
sisyphus,San Francisco|United States,6,16.5673,2018,2025,2018-02-07,2025-09-07
sisyphus,Tokyo|Japan,5,15.3341,2018,2024,2018-09-22,2024-09-22
sisyphus,Vancouver|Canada,5,15.3341,2019,2025,2019-02-18,2025-02-18
stephen-hawking,Miami|United States,8,18.5778,2018,2025,2018-09-08,2025-09-13
stephen-hawking,New York City|United States,8,18.5778,2018,2025,2018-03-10,2025-03-08
stephen-hawking,Sydney|Australia,8,18.5778,2018,2025,2018-06-09,2025-06-14
stephen-hawking,Tokyo|Japan,8,18.5778,2018,2025,2018-11-10,2025-11-08
achilles,Chicago|United States,5,15.3341,2016,2024,2016-06-15,2024-06-15
achilles,Denver|United States,5,15.3341,2017,2025,2017-09-04,2025-09-04
achilles,London|United Kingdom,5,15.3341,2016,2024,2016-02-07,2024-02-07
achilles,Miami|United States,5,15.3341,2017,2025,2017-02-11,2025-02-11
achilles,Montego Bay|Jamaica,5,15.3341,2016,2024,2016-09-22,2024-09-22
achilles,Munich|Germany,5,15.3341,2017,2025,2017-06-18,2025-06-18
athena,Cancun|Mexico,5,15.3341,2017,2025,2017-08-18,2025-08-18
athena,Denver|United States,5,15.3341,2017,2025,2017-04-11,2025-04-11
athena,Dublin|Ireland,5,15.3341,2016,2024,2016-12-22,2024-12-22
athena,London|United Kingdom,5,15.3341,2016,2024,2016-04-07,2024-04-07
athena,Orlando|United States,5,15.3341,2016,2024,2016-08-15,2024-08-15
athena,Tampa|United States,5,15.3341,2017,2025,2017-12-04,2025-12-04
cronus,Chicago|United States,5,15.3341,2017,2025,2017-03-11,2025-03-11
cronus,Denver|United States,5,15.3341,2016,2024,2016-08-15,2024-08-15
cronus,London|United Kingdom,5,15.3341,2016,2024,2016-03-07,2024-03-07
cronus,Mexico City|Mexico,5,15.3341,2016,2024,2016-11-22,2024-11-22
cronus,Miami|United States,5,15.3341,2017,2025,2017-11-04,2025-11-04
cronus,San Jose del Cabo|Mexico,5,15.3341,2017,2025,2017-08-18,2025-08-18
daedalus,Denver|United States,5,15.3341,2017,2025,2017-12-04,2025-12-04
daedalus,Guadalajara|Mexico,5,15.3341,2016,2024,2016-12-22,2024-12-22
daedalus,Los Angeles|United States,5,15.3341,2016,2024,2016-08-15,2024-08-15
daedalus,Puerto Vallarta|Mexico,5,15.3341,2017,2025,2017-08-18,2025-08-18
daedalus,Seattle|United States,5,15.3341,2017,2025,2017-04-11,2025-04-11
daedalus,Tokyo|Japan,5,15.3341,2016,2024,2016-04-07,2024-04-07
hades,Cancun|Mexico,5,15.3341,2016,2024,2016-01-07,2024-01-07
hades,Denver|United States,5,15.3341,2016,2024,2016-05-15,2024-05-15
hades,London|United Kingdom,5,15.3341,2016,2024,2016-09-22,2024-09-22
hades,Orlando|United States,5,15.3341,2017,2025,2017-01-11,2025-01-11
hades,Seattle|United States,5,15.3341,2017,2025,2017-09-04,2025-09-04
hades,Toronto|Canada,5,15.3341,2017,2025,2017-05-18,2025-05-18
poseidon,Amsterdam|Netherlands,5,15.3341,2017,2025,2017-06-18,2025-06-18
poseidon,Denver|United States,5,15.3341,2016,2024,2016-06-15,2024-06-15
poseidon,Los Angeles|United States,5,15.3341,2017,2025,2017-02-11,2025-02-11
poseidon,Mexico City|Mexico,5,15.3341,2016,2024,2016-02-07,2024-02-07
poseidon,Miami|United States,5,15.3341,2017,2025,2017-10-04,2025-10-04
poseidon,San Jose|Costa Rica,5,15.3341,2016,2024,2016-10-22,2024-10-22
stan-getz,Amsterdam|Netherlands,1,6.5452,2020,2020,2020-09-12,2020-09-12
stan-getz,Athens|Greece,1,6.5452,2022,2022,2022-05-14,2022-05-14
stan-getz,Barcelona|Spain,1,6.5452,2021,2021,2021-09-11,2021-09-11
stan-getz,Berlin|Germany,1,6.5452,2024,2024,2024-09-14,2024-09-14
stan-getz,Brussels|Belgium,1,6.5452,2025,2025,2025-11-08,2025-11-08
stan-getz,Cancun|Mexico,6,16.5673,2020,2025,2020-07-11,2025-07-12
stan-getz,Copenhagen|Denmark,1,6.5452,2024,2024,2024-05-11,2024-05-11
stan-getz,Dublin|Ireland,1,6.5452,2022,2022,2022-02-12,2022-02-12
stan-getz,Edinburgh|United Kingdom,1,6.5452,2023,2023,2023-05-13,2023-05-13
stan-getz,Frankfurt|Germany,1,6.5452,2023,2023,2023-02-11,2023-02-11
stan-getz,Lisbon|Portugal,1,6.5452,2021,2021,2021-11-13,2021-11-13
stan-getz,London|United Kingdom,1,6.5452,2020,2020,2020-05-09,2020-05-09
stan-getz,Madrid|Spain,1,6.5452,2021,2021,2021-05-08,2021-05-08
stan-getz,Milan|Italy,1,6.5452,2021,2021,2021-02-13,2021-02-13
stan-getz,Naples|Italy,1,6.5452,2023,2023,2023-11-11,2023-11-11
stan-getz,Nice|France,1,6.5452,2023,2023,2023-09-09,2023-09-09
stan-getz,Paris|France,1,6.5452,2020,2020,2020-02-08,2020-02-08
stan-getz,Porto|Portugal,1,6.5452,2025,2025,2025-05-10,2025-05-10
stan-getz,Prague|Czech Republic,1,6.5452,2025,2025,2025-02-08,2025-02-08
stan-getz,Reykjavik|Iceland,1,6.5452,2024,2024,2024-02-10,2024-02-10
stan-getz,Rome|Italy,1,6.5452,2020,2020,2020-11-14,2020-11-14
stan-getz,Shannon|Ireland,1,6.5452,2025,2025,2025-09-13,2025-09-13
stan-getz,Stockholm|Sweden,1,6.5452,2024,2024,2024-11-09,2024-11-09
stan-getz,Venice|Italy,1,6.5452,2022,2022,2022-11-12,2022-11-12
stan-getz,Zurich|Switzerland,1,6.5452,2022,2022,2022-09-10,2022-09-10
zeus,Cancun|Mexico,5,15.3341,2017,2025,2017-08-18,2025-08-18
zeus,London|United Kingdom,5,15.3341,2016,2024,2016-04-07,2024-04-07
zeus,Los Angeles|United States,5,15.3341,2017,2025,2017-04-11,2025-04-11
zeus,Orlando|United States,5,15.3341,2016,2024,2016-11-22,2024-11-22
zeus,Paris|France,5,15.3341,2016,2024,2016-08-15,2024-08-15
zeus,San Francisco|United States,5,15.3341,2017,2025,2017-11-04,2025-11-04
circe,Atlanta|United States,5,15.3341,2019,2025,2019-04-15,2025-04-15
circe,Austin|United States,5,15.3341,2019,2025,2019-11-11,2025-11-11
circe,Cancun|Mexico,5,15.3341,2019,2025,2019-01-07,2025-01-07
circe,Frankfurt|Germany,4,13.8755,2020,2024,2020-01-18,2024-08-18
circe,Guadalajara|Mexico,5,15.3341,2019,2025,2019-08-22,2025-08-22
circe,Phoenix|United States,4,13.8755,2020,2024,2020-04-04,2024-11-04
demeter,Cancun|Mexico,5,15.3341,2019,2025,2019-01-07,2025-01-07
demeter,Guadalajara|Mexico,4,13.8755,2020,2024,2020-01-18,2024-09-18
demeter,Los Angeles|United States,5,15.3341,2019,2025,2019-05-15,2025-05-15
demeter,Madrid|Spain,5,15.3341,2019,2025,2019-09-22,2025-09-22
demeter,Minneapolis|United States,5,15.3341,2019,2025,2019-12-11,2025-12-11
demeter,Salt Lake City|United States,4,13.8755,2020,2024,2020-05-04,2024-12-04
hera,Cancun|Mexico,5,15.3341,2019,2025,2019-01-07,2025-01-07
hera,Chicago|United States,5,15.3341,2019,2025,2019-05-15,2025-05-15
hera,Montreal|Canada,5,15.3341,2019,2025,2019-08-22,2025-08-22
hera,Orlando|United States,4,13.8755,2020,2024,2020-01-18,2024-08-18
hera,Phoenix|United States,5,15.3341,2019,2025,2019-12-11,2025-12-11
hera,Washington|United States,4,13.8755,2020,2024,2020-05-04,2024-12-04
mrs-hirsch,Belize City|Belize,7,17.6355,2019,2025,2019-09-14,2025-09-13
mrs-hirsch,Kailua-Kona|United States,7,17.6355,2019,2025,2019-05-11,2025-05-10
mrs-hirsch,Liberia|Costa Rica,7,17.6355,2019,2025,2019-02-09,2025-02-08
mrs-hirsch,Newark|United States,7,17.6355,2019,2025,2019-11-09,2025-11-08
pandora,Cancun|Mexico,4,13.8755,2020,2024,2020-02-18,2024-09-18
pandora,Mexico City|Mexico,5,15.3341,2019,2025,2019-02-07,2025-02-07
pandora,Phoenix|United States,5,15.3341,2019,2025,2019-12-11,2025-12-11
pandora,Portland|United States,4,13.8755,2020,2024,2020-06-04,2024-12-04
pandora,San Francisco|United States,5,15.3341,2019,2025,2019-06-15,2025-06-15
