UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
8C,Air Transport International,Air Transport International,12324,ILN,10194,AFW,626,3
8C,Air Transport International,Air Transport International,12324,ILN,10194,AFW,626,4
8C,Air Transport International,Air Transport International,12324,ILN,10397,ATL,626,1
8C,Air Transport International,Air Transport International,12324,ILN,10397,ATL,626,5
8C,Air Transport International,Air Transport International,12324,ILN,10529,BDL,625,1
8C,Air Transport International,Air Transport International,12324,ILN,10529,BDL,625,2
8C,Air Transport International,Air Transport International,12324,ILN,10529,BDL,625,4
8C,Air Transport International,Air Transport International,12324,ILN,10529,BDL,625,5
8C,Air Transport International,Air Transport International,12324,ILN,10529,BDL,626,1
8C,Air Transport International,Air Transport International,12324,ILN,10529,BDL,626,2
8C,Air Transport International,Air Transport International,12324,ILN,10529,BDL,626,4
8C,Air Transport International,Air Transport International,12324,ILN,10529,BDL,626,5
8C,Air Transport International,Air Transport International,12324,ILN,10821,BWI,625,5
8C,Air Transport International,Air Transport International,12324,ILN,10821,BWI,626,1
8C,Air Transport International,Air Transport International,12324,ILN,10821,BWI,626,2
8C,Air Transport International,Air Transport International,12324,ILN,10821,BWI,626,3
8C,Air Transport International,Air Transport International,12324,ILN,10821,BWI,626,4
8C,Air Transport International,Air Transport International,12324,ILN,10821,BWI,626,5
8C,Air Transport International,Air Transport International,12324,ILN,11057,CLT,626,1
8C,Air Transport International,Air Transport International,12324,ILN,11057,CLT,626,2
8C,Air Transport International,Air Transport International,12324,ILN,11057,CLT,626,3
8C,Air Transport International,Air Transport International,12324,ILN,11057,CLT,626,4
8C,Air Transport International,Air Transport International,12324,ILN,11057,CLT,626,5
8C,Air Transport International,Air Transport International,12324,ILN,11193,CVG,625,4
8C,Air Transport International,Air Transport International,12324,ILN,11193,CVG,626,1
8C,Air Transport International,Air Transport International,12324,ILN,11193,CVG,626,2
8C,Air Transport International,Air Transport International,12324,ILN,11193,CVG,626,3
8C,Air Transport International,Air Transport International,12324,ILN,11193,CVG,626,4
8C,Air Transport International,Air Transport International,12324,ILN,11193,CVG,626,5
8C,Air Transport International,Air Transport International,12324,ILN,11292,DEN,626,1
8C,Air Transport International,Air Transport International,12324,ILN,11292,DEN,626,2
8C,Air Transport International,Air Transport International,12324,ILN,11292,DEN,626,3
8C,Air Transport International,Air Transport International,12324,ILN,11292,DEN,626,4
8C,Air Transport International,Air Transport International,12324,ILN,11292,DEN,626,5
8C,Air Transport International,Air Transport International,12324,ILN,11375,DOV,626,2
8C,Air Transport International,Air Transport International,12324,ILN,12264,IAD,626,1
8C,Air Transport International,Air Transport International,12324,ILN,12264,IAD,626,4
8C,Air Transport International,Air Transport International,12324,ILN,12264,IAD,626,5
8C,Air Transport International,Air Transport International,12324,ILN,12266,IAH,626,1
8C,Air Transport International,Air Transport International,12324,ILN,12266,IAH,626,2
8C,Air Transport International,Air Transport International,12324,ILN,12266,IAH,626,3
8C,Air Transport International,Air Transport International,12324,ILN,12266,IAH,626,4
8C,Air Transport International,Air Transport International,12324,ILN,12266,IAH,626,5
8C,Air Transport International,Air Transport International,12324,ILN,12323,ILM,626,1
8C,Air Transport International,Air Transport International,12324,ILN,12323,ILM,626,3
8C,Air Transport International,Air Transport International,12324,ILN,12478,JFK,626,1
8C,Air Transport International,Air Transport International,12324,ILN,12478,JFK,626,2
8C,Air Transport International,Air Transport International,12324,ILN,12478,JFK,626,3
8C,Air Transport International,Air Transport International,12324,ILN,12478,JFK,626,4
8C,Air Transport International,Air Transport International,12324,ILN,12478,JFK,626,5
8C,Air Transport International,Air Transport International,12324,ILN,12882,LAL,626,4
8C,Air Transport International,Air Transport International,12324,ILN,12882,LAL,626,5
8C,Air Transport International,Air Transport International,12324,ILN,13667,NGU,626,4
8C,Air Transport International,Air Transport International,12324,ILN,13667,NGU,626,5
8C,Air Transport International,Air Transport International,12324,ILN,13891,ONT,626,5
8C,Air Transport International,Air Transport International,12324,ILN,13898,OPF,625,2
8C,Air Transport International,Air Transport International,12324,ILN,14107,PHX,626,1
8C,Air Transport International,Air Transport International,12324,ILN,14512,RFD,626,2
8C,Air Transport International,Air Transport International,12324,ILN,14512,RFD,626,3
8C,Air Transport International,Air Transport International,12324,ILN,14524,RIC,626,1
8C,Air Transport International,Air Transport International,12324,ILN,14524,RIC,626,2
8C,Air Transport International,Air Transport International,12324,ILN,14524,RIC,626,3
8C,Air Transport International,Air Transport International,12324,ILN,14524,RIC,626,4
8C,Air Transport International,Air Transport International,12324,ILN,14524,RIC,626,5
8C,Air Transport International,Air Transport International,12324,ILN,14747,SEA,626,1
8C,Air Transport International,Air Transport International,12324,ILN,14747,SEA,626,2
8C,Air Transport International,Air Transport International,12324,ILN,14771,SFO,625,1
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,625,1
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,625,2
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,625,3
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,625,4
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,625,5
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,626,1
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,626,2
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,626,3
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,626,4
8C,Air Transport International,Air Transport International,12324,ILN,14893,SMF,626,5
8C,Air Transport International,Air Transport International,12324,ILN,15154,TCM,626,1
8C,Air Transport International,Air Transport International,12324,ILN,15295,TOL,626,4
8C,Air Transport International,Air Transport International,12478,JFK,10194,AFW,626,1
8C,Air Transport International,Air Transport International,12478,JFK,10194,AFW,626,3
8C,Air Transport International,Air Transport International,12478,JFK,10194,AFW,626,5
8C,Air Transport International,Air Transport International,12478,JFK,11193,CVG,626,1
8C,Air Transport International,Air Transport International,12478,JFK,11193,CVG,626,2
8C,Air Transport International,Air Transport International,12478,JFK,11193,CVG,626,3
8C,Air Transport International,Air Transport International,12478,JFK,11193,CVG,626,4
8C,Air Transport International,Air Transport International,12478,JFK,11193,CVG,626,5
8C,Air Transport International,Air Transport International,12478,JFK,12882,LAL,626,1
8C,Air Transport International,Air Transport International,12478,JFK,14512,RFD,626,1
8C,Air Transport International,Air Transport International,12478,JFK,14512,RFD,626,2
8C,Air Transport International,Air Transport International,12478,JFK,14512,RFD,626,3
8C,Air Transport International,Air Transport International,12478,JFK,14512,RFD,626,4
8C,Air Transport International,Air Transport International,12478,JFK,14512,RFD,626,5
8C,Air Transport International,Air Transport International,12758,KOA,13891,ONT,626,1
8C,Air Transport International,Air Transport International,12758,KOA,13891,ONT,626,2
8C,Air Transport International,Air Transport International,12758,KOA,13891,ONT,626,3
8C,Air Transport International,Air Transport International,12758,KOA,13891,ONT,626,4
8C,Air Transport International,Air Transport International,12758,KOA,13891,ONT,626,5
8C,Air Transport International,Air Transport International,12758,KOA,14691,SBD,626,5
8C,Air Transport International,Air Transport International,12882,LAL,10135,ABE,626,1
8C,Air Transport International,Air Transport International,12882,LAL,10135,ABE,626,2
8C,Air Transport International,Air Transport International,12882,LAL,10135,ABE,626,3
8C,Air Transport International,Air Transport International,12882,LAL,10135,ABE,626,4
8C,Air Transport International,Air Transport International,12882,LAL,10135,ABE,626,5
8C,Air Transport International,Air Transport International,12882,LAL,10194,AFW,626,3
8C,Air Transport International,Air Transport International,12882,LAL,10194,AFW,626,4
8C,Air Transport International,Air Transport International,12882,LAL,10423,AUS,626,1
8C,Air Transport International,Air Transport International,12882,LAL,10423,AUS,626,3
8C,Air Transport International,Air Transport International,12882,LAL,10423,AUS,626,4
8C,Air Transport International,Air Transport International,12882,LAL,10423,AUS,626,5
8C,Air Transport International,Air Transport International,12882,LAL,10529,BDL,626,2
8C,Air Transport International,Air Transport International,12882,LAL,10529,BDL,626,5
8C,Air Transport International,Air Transport International,12882,LAL,10821,BWI,626,2
8C,Air Transport International,Air Transport International,12882,LAL,10821,BWI,626,3
8C,Air Transport International,Air Transport International,12882,LAL,11193,CVG,626,2
8C,Air Transport International,Air Transport International,12882,LAL,11193,CVG,626,3
8C,Air Transport International,Air Transport International,12882,LAL,11193,CVG,626,4
8C,Air Transport International,Air Transport International,12882,LAL,11193,CVG,626,5
8C,Air Transport International,Air Transport International,12882,LAL,12266,IAH,626,1
8C,Air Transport International,Air Transport International,12882,LAL,12266,IAH,626,2
8C,Air Transport International,Air Transport International,12882,LAL,12266,IAH,626,3
8C,Air Transport International,Air Transport International,12882,LAL,12266,IAH,626,4
8C,Air Transport International,Air Transport International,12882,LAL,12266,IAH,626,5
8C,Air Transport International,Air Transport International,12882,LAL,12324,ILN,626,1
8C,Air Transport International,Air Transport International,12882,LAL,12478,JFK,626,1
8C,Air Transport International,Air Transport International,12882,LAL,13303,MIA,626,1
8C,Air Transport International,Air Transport International,12882,LAL,13303,MIA,626,2
8C,Air Transport International,Air Transport International,12882,LAL,13303,MIA,626,4
8C,Air Transport International,Air Transport International,12882,LAL,13303,MIA,626,5
8C,Air Transport International,Air Transport International,12882,LAL,13487,MSP,626,2
8C,Air Transport International,Air Transport International,12882,LAL,13891,ONT,626,1
8C,Air Transport International,Air Transport International,12882,LAL,13891,ONT,626,2
8C,Air Transport International,Air Transport International,12882,LAL,13891,ONT,626,3
8C,Air Transport International,Air Transport International,12882,LAL,14107,PHX,626,4
8C,Air Transport International,Air Transport International,12882,LAL,14122,PIT,626,4
8C,Air Transport International,Air Transport International,12882,LAL,14122,PIT,626,5
8C,Air Transport International,Air Transport International,12882,LAL,14512,RFD,626,1
8C,Air Transport International,Air Transport International,12882,LAL,14524,RIC,626,1
8C,Air Transport International,Air Transport International,12882,LAL,14524,RIC,626,3
8C,Air Transport International,Air Transport International,12882,LAL,14524,RIC,626,4
8C,Air Transport International,Air Transport International,12882,LAL,14691,SBD,626,3
8C,Air Transport International,Air Transport International,12882,LAL,14691,SBD,626,4
8C,Air Transport International,Air Transport International,12882,LAL,14691,SBD,626,5
8C,Air Transport International,Air Transport International,12882,LAL,15295,TOL,626,2
8C,Air Transport International,Air Transport International,12882,LAL,15295,TOL,626,3
8C,Air Transport International,Air Transport International,12889,LAS,10194,AFW,626,1
8C,Air Transport International,Air Transport International,12889,LAS,10194,AFW,626,2
8C,Air Transport International,Air Transport International,12889,LAS,10194,AFW,626,4
8C,Air Transport International,Air Transport International,12889,LAS,10194,AFW,626,5
8C,Air Transport International,Air Transport International,12889,LAS,11193,CVG,626,2
8C,Air Transport International,Air Transport International,12889,LAS,11193,CVG,626,3
8C,Air Transport International,Air Transport International,12889,LAS,14691,SBD,626,4
8C,Air Transport International,Air Transport International,12889,LAS,14691,SBD,626,5
8C,Air Transport International,Air Transport International,12917,LCK,11298,DFW,626,3
8C,Air Transport International,Air Transport International,12917,LCK,12173,HNL,626,1
8C,Air Transport International,Air Transport International,12917,LCK,12173,HNL,626,4
8C,Air Transport International,Air Transport International,12917,LCK,12324,ILN,626,4
8C,Air Transport International,Air Transport International,12917,LCK,12324,ILN,626,5
8C,Air Transport International,Air Transport International,12982,LIH,12173,HNL,626,1
8C,Air Transport International,Air Transport International,12982,LIH,12173,HNL,626,4
8C,Air Transport International,Air Transport International,12982,LIH,13891,ONT,626,1
8C,Air Transport International,Air Transport International,12982,LIH,13891,ONT,626,3
8C,Air Transport International,Air Transport International,12982,LIH,14691,SBD,626,1
8C,Air Transport International,Air Transport International,12982,LIH,14691,SBD,626,4
8C,Air Transport International,Air Transport International,12982,LIH,14691,SBD,626,5
8C,Air Transport International,Air Transport International,12982,LIH,14893,SMF,626,1
8C,Air Transport International,Air Transport International,12982,LIH,14893,SMF,626,2
8C,Air Transport International,Air Transport International,12982,LIH,14893,SMF,626,3
8C,Air Transport International,Air Transport International,12982,LIH,14893,SMF,626,4
8C,Air Transport International,Air Transport International,12982,LIH,14893,SMF,626,5
8C,Air Transport International,Air Transport International,13198,MCI,10194,AFW,626,3
8C,Air Transport International,Air Transport International,13198,MCI,10821,BWI,626,1
8C,Air Transport International,Air Transport International,13198,MCI,11193,CVG,626,4
8C,Air Transport International,Air Transport International,13296,MHT,12882,LAL,626,4
8C,Air Transport International,Air Transport International,13303,MIA,10194,AFW,626,1
8C,Air Transport International,Air Transport International,13303,MIA,10194,AFW,626,3
8C,Air Transport International,Air Transport International,13303,MIA,10194,AFW,626,4
8C,Air Transport International,Air Transport International,13303,MIA,10194,AFW,626,5
8C,Air Transport International,Air Transport International,13303,MIA,10821,BWI,626,1
8C,Air Transport International,Air Transport International,13303,MIA,10821,BWI,626,2
8C,Air Transport International,Air Transport International,13303,MIA,10821,BWI,626,4
8C,Air Transport International,Air Transport International,13303,MIA,11193,CVG,626,2
8C,Air Transport International,Air Transport International,13303,MIA,11193,CVG,626,3
8C,Air Transport International,Air Transport International,13303,MIA,11193,CVG,626,4
8C,Air Transport International,Air Transport International,13303,MIA,11193,CVG,626,5
8C,Air Transport International,Air Transport International,13303,MIA,12882,LAL,626,1
8C,Air Transport International,Air Transport International,13303,MIA,12882,LAL,626,4
8C,Air Transport International,Air Transport International,13303,MIA,14512,RFD,626,4
8C,Air Transport International,Air Transport International,13303,MIA,14512,RFD,626,5
8C,Air Transport International,Air Transport International,13303,MIA,14730,SDF,626,4
8C,Air Transport International,Air Transport International,13303,MIA,14843,SJU,626,1
8C,Air Transport International,Air Transport International,13303,MIA,14843,SJU,626,4
8C,Air Transport International,Air Transport International,13303,MIA,14843,SJU,626,5
8C,Air Transport International,Air Transport International,13487,MSP,10194,AFW,626,3
8C,Air Transport International,Air Transport International,13487,MSP,11193,CVG,626,2
8C,Air Transport International,Air Transport International,13487,MSP,11193,CVG,626,4
8C,Air Transport International,Air Transport International,13487,MSP,11193,CVG,626,5
8C,Air Transport International,Air Transport International,13495,MSY,11193,CVG,626,1
8C,Air Transport International,Air Transport International,13495,MSY,11193,CVG,626,4
8C,Air Transport International,Air Transport International,13495,MSY,11193,CVG,626,5
8C,Air Transport International,Air Transport International,13667,NGU,12323,ILM,626,4
8C,Air Transport International,Air Transport International,13667,NGU,12323,ILM,626,5
8C,Air Transport International,Air Transport International,13667,NGU,12324,ILN,626,2
8C,Air Transport International,Air Transport International,13830,OGG,12173,HNL,626,5
8C,Air Transport International,Air Transport International,13830,OGG,12758,KOA,626,1
8C,Air Transport International,Air Transport International,13830,OGG,12758,KOA,626,2
8C,Air Transport International,Air Transport International,13830,OGG,12758,KOA,626,3
8C,Air Transport International,Air Transport International,13830,OGG,12758,KOA,626,4
8C,Air Transport International,Air Transport International,13830,OGG,12758,KOA,626,5
8C,Air Transport International,Air Transport International,13830,OGG,14691,SBD,626,4
8C,Air Transport International,Air Transport International,13851,OKC,11193,CVG,626,4
8C,Air Transport International,Air Transport International,13891,ONT,10194,AFW,626,1
8C,Air Transport International,Air Transport International,13891,ONT,10194,AFW,626,2
8C,Air Transport International,Air Transport International,13891,ONT,10194,AFW,626,3
8C,Air Transport International,Air Transport International,13891,ONT,10194,AFW,626,4
8C,Air Transport International,Air Transport International,13891,ONT,10194,AFW,626,5
8C,Air Transport International,Air Transport International,13891,ONT,11193,CVG,626,2
8C,Air Transport International,Air Transport International,13891,ONT,11193,CVG,626,3
8C,Air Transport International,Air Transport International,13891,ONT,11193,CVG,626,4
8C,Air Transport International,Air Transport International,13891,ONT,11193,CVG,626,5
8C,Air Transport International,Air Transport International,13891,ONT,11292,DEN,626,1
8C,Air Transport International,Air Transport International,13891,ONT,11292,DEN,626,2
8C,Air Transport International,Air Transport International,13891,ONT,11292,DEN,626,3
8C,Air Transport International,Air Transport International,13891,ONT,11292,DEN,626,4
8C,Air Transport International,Air Transport International,13891,ONT,12173,HNL,626,1
8C,Air Transport International,Air Transport International,13891,ONT,12173,HNL,626,2
8C,Air Transport International,Air Transport International,13891,ONT,12173,HNL,626,3
8C,Air Transport International,Air Transport International,13891,ONT,12173,HNL,626,4
8C,Air Transport International,Air Transport International,13891,ONT,12173,HNL,626,5
8C,Air Transport International,Air Transport International,13891,ONT,12266,IAH,626,1
8C,Air Transport International,Air Transport International,13891,ONT,12266,IAH,626,2
8C,Air Transport International,Air Transport International,13891,ONT,12266,IAH,626,3
8C,Air Transport International,Air Transport International,13891,ONT,12266,IAH,626,4
8C,Air Transport International,Air Transport International,13891,ONT,12266,IAH,626,5
8C,Air Transport International,Air Transport International,13891,ONT,12324,ILN,626,1
8C,Air Transport International,Air Transport International,13891,ONT,12324,ILN,626,2
8C,Air Transport International,Air Transport International,13891,ONT,12324,ILN,626,3
8C,Air Transport International,Air Transport International,13891,ONT,12324,ILN,626,4
8C,Air Transport International,Air Transport International,13891,ONT,12324,ILN,626,5
8C,Air Transport International,Air Transport International,13891,ONT,12982,LIH,626,1
8C,Air Transport International,Air Transport International,13891,ONT,13830,OGG,626,1
8C,Air Transport International,Air Transport International,13891,ONT,13830,OGG,626,2
8C,Air Transport International,Air Transport International,13891,ONT,13830,OGG,626,3
8C,Air Transport International,Air Transport International,13891,ONT,13830,OGG,626,4
8C,Air Transport International,Air Transport International,13891,ONT,13830,OGG,626,5
8C,Air Transport International,Air Transport International,13891,ONT,14107,PHX,626,1
8C,Air Transport International,Air Transport International,13891,ONT,14107,PHX,626,2
8C,Air Transport International,Air Transport International,13891,ONT,14107,PHX,626,3
8C,Air Transport International,Air Transport International,13891,ONT,14512,RFD,626,1
8C,Air Transport International,Air Transport International,13891,ONT,14512,RFD,626,4
8C,Air Transport International,Air Transport International,13891,ONT,14691,SBD,626,1
8C,Air Transport International,Air Transport International,13891,ONT,14691,SBD,626,2
8C,Air Transport International,Air Transport International,13891,ONT,14691,SBD,626,3
8C,Air Transport International,Air Transport International,13891,ONT,14691,SBD,626,4
8C,Air Transport International,Air Transport International,13891,ONT,14691,SBD,626,5
8C,Air Transport International,Air Transport International,13891,ONT,14747,SEA,626,1
8C,Air Transport International,Air Transport International,13891,ONT,14747,SEA,626,3
8C,Air Transport International,Air Transport International,13891,ONT,14747,SEA,626,4
8C,Air Transport International,Air Transport International,13891,ONT,14747,SEA,626,5
8C,Air Transport International,Air Transport International,13891,ONT,14893,SMF,626,2
8C,Air Transport International,Air Transport International,13891,ONT,14893,SMF,626,3
8C,Air Transport International,Air Transport International,13891,ONT,14893,SMF,626,4
8C,Air Transport International,Air Transport International,13891,ONT,14893,SMF,626,5
8C,Air Transport International,Air Transport International,13898,OPF,12324,ILN,625,4
8C,Air Transport International,Air Transport International,13898,OPF,12324,ILN,626,2
8C,Air Transport International,Air Transport International,14057,PDX,10194,AFW,626,3
8C,Air Transport International,Air Transport International,14057,PDX,10194,AFW,626,4
8C,Air Transport International,Air Transport International,14057,PDX,10194,AFW,626,5
8C,Air Transport International,Air Transport International,14057,PDX,11193,CVG,626,1
8C,Air Transport International,Air Transport International,14057,PDX,11193,CVG,626,2
8C,Air Transport International,Air Transport International,14057,PDX,11193,CVG,626,5
8C,Air Transport International,Air Transport International,14057,PDX,11292,DEN,626,3
8C,Air Transport International,Air Transport International,14057,PDX,12889,LAS,626,2
8C,Air Transport International,Air Transport International,14057,PDX,14691,SBD,626,1
8C,Air Transport International,Air Transport International,14057,PDX,14691,SBD,626,2
8C,Air Transport International,Air Transport International,14057,PDX,14691,SBD,626,3
8C,Air Transport International,Air Transport International,14057,PDX,14691,SBD,626,5
8C,Air Transport International,Air Transport International,14057,PDX,14747,SEA,626,3
8C,Air Transport International,Air Transport International,14107,PHX,10194,AFW,626,1
8C,Air Transport International,Air Transport International,14107,PHX,10423,AUS,626,1
8C,Air Transport International,Air Transport International,14107,PHX,10423,AUS,626,2
8C,Air Transport International,Air Transport International,14107,PHX,10423,AUS,626,3
8C,Air Transport International,Air Transport International,14107,PHX,10423,AUS,626,4
8C,Air Transport International,Air Transport International,14107,PHX,10423,AUS,626,5
8C,Air Transport International,Air Transport International,14107,PHX,11193,CVG,626,1
8C,Air Transport International,Air Transport International,14107,PHX,11193,CVG,626,2
8C,Air Transport International,Air Transport International,14107,PHX,11193,CVG,626,3
8C,Air Transport International,Air Transport International,14107,PHX,11193,CVG,626,5
8C,Air Transport International,Air Transport International,14107,PHX,12324,ILN,626,1
8C,Air Transport International,Air Transport International,14107,PHX,12324,ILN,626,2
8C,Air Transport International,Air Transport International,14107,PHX,12324,ILN,626,3
8C,Air Transport International,Air Transport International,14107,PHX,12324,ILN,626,4
8C,Air Transport International,Air Transport International,14107,PHX,12324,ILN,626,5
8C,Air Transport International,Air Transport International,14107,PHX,13891,ONT,626,2
8C,Air Transport International,Air Transport International,14107,PHX,14691,SBD,626,1
8C,Air Transport International,Air Transport International,14107,PHX,14893,SMF,626,1
8C,Air Transport International,Air Transport International,14107,PHX,14893,SMF,626,2
8C,Air Transport International,Air Transport International,14107,PHX,14893,SMF,626,3
8C,Air Transport International,Air Transport International,14107,PHX,14893,SMF,626,4
8C,Air Transport International,Air Transport International,14107,PHX,14893,SMF,626,5
8C,Air Transport International,Air Transport International,14122,PIT,10194,AFW,626,3
8C,Air Transport International,Air Transport International,14122,PIT,10194,AFW,626,4
8C,Air Transport International,Air Transport International,14122,PIT,10194,AFW,626,5
8C,Air Transport International,Air Transport International,14122,PIT,12882,LAL,626,3
8C,Air Transport International,Air Transport International,14122,PIT,12882,LAL,626,4
8C,Air Transport International,Air Transport International,14122,PIT,12882,LAL,626,5
8C,Air Transport International,Air Transport International,14512,RFD,10135,ABE,626,1
8C,Air Transport International,Air Transport International,14512,RFD,10194,AFW,626,1
8C,Air Transport International,Air Transport International,14512,RFD,10194,AFW,626,3
8C,Air Transport International,Air Transport International,14512,RFD,10194,AFW,626,4
8C,Air Transport International,Air Transport International,14512,RFD,10194,AFW,626,5
8C,Air Transport International,Air Transport International,14512,RFD,10529,BDL,626,1
8C,Air Transport International,Air Transport International,14512,RFD,10529,BDL,626,2
8C,Air Transport International,Air Transport International,14512,RFD,10529,BDL,626,3
8C,Air Transport International,Air Transport International,14512,RFD,10529,BDL,626,4
8C,Air Transport International,Air Transport International,14512,RFD,10529,BDL,626,5
8C,Air Transport International,Air Transport International,14512,RFD,10821,BWI,626,1
8C,Air Transport International,Air Transport International,14512,RFD,11193,CVG,626,3
8C,Air Transport International,Air Transport International,14512,RFD,11193,CVG,626,4
8C,Air Transport International,Air Transport International,14512,RFD,11292,DEN,626,4
8C,Air Transport International,Air Transport International,14512,RFD,12324,ILN,626,1
8C,Air Transport International,Air Transport International,14512,RFD,12324,ILN,626,2
8C,Air Transport International,Air Transport International,14512,RFD,12324,ILN,626,3
8C,Air Transport International,Air Transport International,14512,RFD,12324,ILN,626,4
8C,Air Transport International,Air Transport International,14512,RFD,12324,ILN,626,5
8C,Air Transport International,Air Transport International,14512,RFD,13303,MIA,626,4
8C,Air Transport International,Air Transport International,14512,RFD,13303,MIA,626,5
8C,Air Transport International,Air Transport International,14512,RFD,13891,ONT,626,1
8C,Air Transport International,Air Transport International,14512,RFD,13891,ONT,626,2
8C,Air Transport International,Air Transport International,14512,RFD,13891,ONT,626,3
8C,Air Transport International,Air Transport International,14512,RFD,13891,ONT,626,4
8C,Air Transport International,Air Transport International,14512,RFD,13891,ONT,626,5
8C,Air Transport International,Air Transport International,14512,RFD,14691,SBD,626,5
8C,Air Transport International,Air Transport International,14512,RFD,14747,SEA,626,1
8C,Air Transport International,Air Transport International,14512,RFD,14747,SEA,626,2
8C,Air Transport International,Air Transport International,14512,RFD,14747,SEA,626,3
8C,Air Transport International,Air Transport International,14512,RFD,14747,SEA,626,4
8C,Air Transport International,Air Transport International,14512,RFD,14747,SEA,626,5
8C,Air Transport International,Air Transport International,14512,RFD,14771,SFO,626,1
8C,Air Transport International,Air Transport International,14524,RIC,10194,AFW,626,1
8C,Air Transport International,Air Transport International,14524,RIC,10194,AFW,626,2
8C,Air Transport International,Air Transport International,14524,RIC,10194,AFW,626,3
8C,Air Transport International,Air Transport International,14524,RIC,10194,AFW,626,4
8C,Air Transport International,Air Transport International,14524,RIC,10194,AFW,626,5
8C,Air Transport International,Air Transport International,14524,RIC,11193,CVG,626,1
8C,Air Transport International,Air Transport International,14524,RIC,11193,CVG,626,3
8C,Air Transport International,Air Transport International,14524,RIC,11193,CVG,626,4
8C,Air Transport International,Air Transport International,14524,RIC,11193,CVG,626,5
8C,Air Transport International,Air Transport International,14524,RIC,12324,ILN,625,5
8C,Air Transport International,Air Transport International,14524,RIC,12324,ILN,626,1
8C,Air Transport International,Air Transport International,14524,RIC,12324,ILN,626,2
8C,Air Transport International,Air Transport International,14524,RIC,12324,ILN,626,3
8C,Air Transport International,Air Transport International,14524,RIC,12324,ILN,626,4
8C,Air Transport International,Air Transport International,14524,RIC,12324,ILN,626,5
8C,Air Transport International,Air Transport International,14524,RIC,12882,LAL,626,5
8C,Air Transport International,Air Transport International,14691,SBD,10140,ABQ,626,2
8C,Air Transport International,Air Transport International,14691,SBD,10140,ABQ,626,3
8C,Air Transport International,Air Transport International,14691,SBD,10140,ABQ,626,4
8C,Air Transport International,Air Transport International,14691,SBD,10194,AFW,626,2
8C,Air Transport International,Air Transport International,14691,SBD,10194,AFW,626,4
8C,Air Transport International,Air Transport International,14691,SBD,10423,AUS,626,1
8C,Air Transport International,Air Transport International,14691,SBD,10423,AUS,626,2
8C,Air Transport International,Air Transport International,14691,SBD,10423,AUS,626,3
8C,Air Transport International,Air Transport International,14691,SBD,10713,BOI,626,5
8C,Air Transport International,Air Transport International,14691,SBD,10821,BWI,626,1
8C,Air Transport International,Air Transport International,14691,SBD,10821,BWI,626,2
8C,Air Transport International,Air Transport International,14691,SBD,10821,BWI,626,3
8C,Air Transport International,Air Transport International,14691,SBD,10821,BWI,626,4
8C,Air Transport International,Air Transport International,14691,SBD,10821,BWI,626,5
8C,Air Transport International,Air Transport International,14691,SBD,11057,CLT,626,1
8C,Air Transport International,Air Transport International,14691,SBD,11057,CLT,626,2
8C,Air Transport International,Air Transport International,14691,SBD,11057,CLT,626,3
8C,Air Transport International,Air Transport International,14691,SBD,11057,CLT,626,4
8C,Air Transport International,Air Transport International,14691,SBD,11057,CLT,626,5
8C,Air Transport International,Air Transport International,14691,SBD,11193,CVG,626,3
8C,Air Transport International,Air Transport International,14691,SBD,11193,CVG,626,5
8C,Air Transport International,Air Transport International,14691,SBD,11292,DEN,626,3
8C,Air Transport International,Air Transport International,14691,SBD,11292,DEN,626,4
8C,Air Transport International,Air Transport International,14691,SBD,11292,DEN,626,5
8C,Air Transport International,Air Transport International,14691,SBD,11884,GEG,626,1
8C,Air Transport International,Air Transport International,14691,SBD,11884,GEG,626,2
8C,Air Transport International,Air Transport International,14691,SBD,11884,GEG,626,4
8C,Air Transport International,Air Transport International,14691,SBD,12266,IAH,626,1
8C,Air Transport International,Air Transport International,14691,SBD,12266,IAH,626,2
8C,Air Transport International,Air Transport International,14691,SBD,12266,IAH,626,4
8C,Air Transport International,Air Transport International,14691,SBD,12266,IAH,626,5
8C,Air Transport International,Air Transport International,14691,SBD,12882,LAL,626,1
8C,Air Transport International,Air Transport International,14691,SBD,12889,LAS,626,3
8C,Air Transport International,Air Transport International,14691,SBD,12889,LAS,626,4
8C,Air Transport International,Air Transport International,14691,SBD,12889,LAS,626,5
8C,Air Transport International,Air Transport International,14691,SBD,13891,ONT,626,1
8C,Air Transport International,Air Transport International,14691,SBD,13891,ONT,626,2
8C,Air Transport International,Air Transport International,14691,SBD,13891,ONT,626,3
8C,Air Transport International,Air Transport International,14691,SBD,13891,ONT,626,4
8C,Air Transport International,Air Transport International,14691,SBD,13891,ONT,626,5
8C,Air Transport International,Air Transport International,14691,SBD,14057,PDX,626,1
8C,Air Transport International,Air Transport International,14691,SBD,14057,PDX,626,2
