trip_id,show,season,episode,episode_code,episode_title,episode_destination,air_date,start_date,end_date,duration_days,traveler_name,destination_city,destination_country,destination_airport,destination_airport_name,destination_lat,destination_lng,origin_airport,origin_alternates,nonstop_airlines,nonstop_airline_count,distance_km,is_domestic,notes
14,No Reservations,3,2,NR S3.E2,Ghana,"Accra, Ghana",2007-01-08,2007-01-08,2007-01-13,5,Anthony Bourdain,Accra,Ghana,ACC,Kotoka International Airport,5.605189800262451,-0.1667860001325607,JFK,,DL,1,8221.5,0,
15,No Reservations,3,3,NR S3.E3,Pacific NW,"Seattle, United States",2007-01-15,2007-01-15,2007-01-20,5,Anthony Bourdain,Seattle,United States,SEA,Seattle Tacoma International Airport,47.449001,-122.308998,JFK,EWR,AA|AS|B6|CI|DL|US,6,3886.6,1,episode covers Washington and Oregon; Seattle is the primary gateway
16,No Reservations,3,5,NR S3.E5,Russia,"Moscow, Russia",2007-01-29,2007-01-29,2007-02-03,5,Anthony Bourdain,Moscow,Russia,SVO,Sheremetyevo International Airport,55.972599,37.4146,JFK,,DL|SU,2,7480.9,0,
17,No Reservations,3,6,NR S3.E6,Los Angeles,"Los Angeles, United States",2007-02-05,2007-02-05,2007-02-10,5,Anthony Bourdain,Los Angeles,United States,LAX,Los Angeles International Airport,33.94250107,-118.4079971,JFK,EWR,AA|AS|B6|DL|QF|UA|US|VX,8,3974.2,1,
18,No Reservations,3,7,NR S3.E7,Shanghai,"Shanghai, China",2007-07-30,2007-07-30,2007-08-04,5,Anthony Bourdain,Shanghai,China,PVG,Shanghai Pudong International Airport,31.143400192260746,121.80500030517578,JFK,EWR,CA|DL|MU,3,11873.7,0,
19,No Reservations,3,9,NR S3.E9,Brazil,"Sao Paulo, Brazil",2007-08-13,2007-08-13,2007-08-18,5,Anthony Bourdain,Sao Paulo,Brazil,GRU,Guarulhos - Governador André Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,JFK,EWR,AA|DL|G3|JJ|LA|US,6,7664.0,0,"synopsis is about Sao Paulo, not Rio"
20,No Reservations,3,11,NR S3.E11,Cleveland,"Cleveland, United States",2007-08-27,2007-08-27,2007-09-01,5,Anthony Bourdain,Cleveland,United States,CLE,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,JFK,LGA|EWR,AA|DL|US,3,682.2,1,
21,No Reservations,3,12,NR S3.E12,Hong Kong,"Hong Kong, Hong Kong",2007-09-03,2007-09-03,2007-09-08,5,Anthony Bourdain,Hong Kong,Hong Kong,HKG,Hong Kong International Airport,22.308901,113.915001,JFK,EWR,AA|CX,2,12970.4,0,
22,No Reservations,3,13,NR S3.E13,Argentina,"Buenos Aires, Argentina",2007-09-10,2007-09-10,2007-09-15,5,Anthony Bourdain,Buenos Aires,Argentina,EZE,Ministro Pistarini International Airport,-34.8222,-58.5358,JFK,EWR,4M|AA|AR,3,8534.8,0,journey begins in Buenos Aires before continuing to Patagonia
23,No Reservations,3,14,NR S3.E14,South Carolina,"Charleston, United States",2007-09-17,2007-09-17,2007-09-22,5,Anthony Bourdain,Charleston,United States,CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,JFK,LGA|EWR,B6|DL,2,1025.0,1,
24,No Reservations,4,1,NR S4.E1,Singapore,"Singapore, Singapore",2008-01-07,2008-01-07,2008-01-12,5,Anthony Bourdain,Singapore,Singapore,SIN,Singapore Changi Airport,1.35019,103.994003,JFK,EWR,SQ,1,15340.6,0,
25,No Reservations,4,2,NR S4.E2,Berlin,"Berlin, Germany",2008-01-14,2008-01-14,2008-01-19,5,Anthony Bourdain,Berlin,Germany,TXL,Berlin-Tegel Airport,52.5597,13.2877,JFK,EWR,AA|AB,2,6367.7,0,"Tegel was Berlin's gateway in 2008; BER replaced it in 2020, but airports.json (OpenFlights) predates BER so TXL is checked first"
26,No Reservations,4,3,NR S4.E3,"Vancouver, BC","Vancouver, Canada",2008-01-21,2008-01-21,2008-01-26,5,Anthony Bourdain,Vancouver,Canada,YVR,Vancouver International Airport,49.193901062,-123.183998108,JFK,EWR,CX,1,3930.4,0,
27,No Reservations,4,4,NR S4.E4,Greek Islands,"Santorini, Greece",2008-01-28,2008-01-28,2008-02-02,5,Anthony Bourdain,Athens,Greece,ATH,Eleftherios Venizelos International Airport,37.9364013672,23.9444999695,JFK,,DL,1,7932.5,0,island-hopping episode; Athens is the mainland gateway; JTR (Santorini) has no New York nonstop; resolved to ATH
28,No Reservations,4,5,NR S4.E5,New Orleans,"New Orleans, United States",2008-02-04,2008-02-04,2008-02-09,5,Anthony Bourdain,New Orleans,United States,MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,JFK,LGA|EWR,9E|AF|AZ|B6|DL|EY|JL|KL|LH|QR|VS,11,1901.5,1,
29,No Reservations,4,6,NR S4.E6,London/Edinburgh,"London, United Kingdom",2008-02-11,2008-02-11,2008-02-16,5,Anthony Bourdain,London,United Kingdom,LHR,London Heathrow Airport,51.4706,-0.461941,JFK,EWR,AA|AF|AI|AY|BA|DL|IB|KL|KU|MH|US|VS,12,5539.7,0,"two-city episode, London and Edinburgh"
30,No Reservations,4,7,NR S4.E7,Jamaica,"Kingston, Jamaica",2008-02-18,2008-02-18,2008-02-23,5,Anthony Bourdain,Kingston,Jamaica,KIN,Norman Manley International Airport,17.935699462890625,-76.7874984741211,JFK,,B6|BW|DL|OJ,4,2541.0,0,
31,No Reservations,4,9,NR S4.E9,Hawaii,"Honolulu, United States",2008-03-03,2008-03-03,2008-03-08,5,Anthony Bourdain,Honolulu,United States,HNL,Daniel K Inouye International Airport,21.32062,-157.924228,JFK,EWR,HA,1,8006.8,1,
32,No Reservations,4,12,NR S4.E12,Colombia,"Bogota, Colombia",2008-07-14,2008-07-14,2008-07-19,5,Anthony Bourdain,Bogota,Colombia,BOG,El Dorado International Airport,4.70159,-74.1469,JFK,EWR,AV|DL|UA|US,4,3996.3,0,
33,No Reservations,4,13,NR S4.E13,Saudi Arabia,"Riyadh, Saudi Arabia",2008-07-21,2008-07-21,2008-07-26,5,Anthony Bourdain,Riyadh,Saudi Arabia,RUH,King Khaled International Airport,24.957599639892575,46.69879913330078,JFK,,SV,1,10480.2,0,
34,No Reservations,4,16,NR S4.E16,Tokyo,"Tokyo, Japan",2008-08-11,2008-08-11,2008-08-16,5,Anthony Bourdain,Tokyo,Japan,NRT,Narita International Airport,35.7647018433,140.386001587,JFK,EWR,AA|DL|JL|NH|UA,5,10830.5,0,
35,No Reservations,4,17,NR S4.E17,Spain,"Madrid, Spain",2008-08-18,2008-08-18,2008-08-23,5,Anthony Bourdain,Madrid,Spain,MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,JFK,EWR,AA|AF|AY|BA|DL|IB|KL|US|UX,9,5762.2,0,
36,No Reservations,4,18,NR S4.E18,Egypt,"Cairo, Egypt",2008-08-25,2008-08-25,2008-08-30,5,Anthony Bourdain,Cairo,Egypt,CAI,Cairo International Airport,30.12190055847168,31.40559959411621,JFK,,MS|UA,2,9016.5,0,
37,No Reservations,5,1,NR S5.E1,Mexico,"Mexico City, Mexico",2009-01-05,2009-01-05,2009-01-10,5,Anthony Bourdain,Mexico City,Mexico,MEX,Licenciado Benito Juarez International Airport,19.4363,-99.072098,JFK,EWR,4O|AM|AZ|B6|DL,5,3365.3,0,trip built around Carlos's home state of Puebla; Mexico City is its gateway
38,No Reservations,5,2,NR S5.E2,Venice,"Venice, Italy",2009-01-12,2009-01-12,2009-01-17,5,Anthony Bourdain,Venice,Italy,VCE,Venice Marco Polo Airport,45.505299,12.3519,JFK,EWR,AZ|DL,2,6668.3,0,
39,No Reservations,5,3,NR S5.E3,Washington D.C.,"Washington, United States",2009-01-19,2009-01-19,2009-01-24,5,Anthony Bourdain,Washington,United States,DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,JFK,LGA|EWR,AA|DL|US,3,342.2,1,
40,No Reservations,5,5,NR S5.E5,Chicago,"Chicago, United States",2009-02-02,2009-02-02,2009-02-07,5,Anthony Bourdain,Chicago,United States,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,JFK,LGA|EWR,AA|B6|CX|DL|QR|US,6,1187.8,1,
41,No Reservations,5,11,NR S5.E11,Chile,"Santiago, Chile",2009-07-13,2009-07-13,2009-07-18,5,Anthony Bourdain,Santiago,Chile,SCL,Comodoro Arturo Merino Benítez International Airport,-33.393001556396484,-70.78579711914062,JFK,,AA|LA,2,8237.8,0,
42,No Reservations,5,13,NR S5.E13,Buffalo/Baltimore/Detroit,"Buffalo, United States",2009-07-27,2009-07-27,2009-08-01,5,Anthony Bourdain,Buffalo,United States,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,JFK,LGA|EWR,B6|DL,2,483.7,1,three-city rust belt episode
43,No Reservations,5,15,NR S5.E15,San Francisco,"San Francisco, United States",2009-08-10,2009-08-10,2009-08-15,5,Anthony Bourdain,San Francisco,United States,SFO,San Francisco International Airport,37.61899948120117,-122.375,JFK,EWR,AA|AS|B6|DL|UA|US|VX,7,4151.8,1,
44,No Reservations,5,17,NR S5.E17,Montana,"Livingston, United States",2009-08-24,2009-08-24,2009-08-29,5,Anthony Bourdain,Livingston,United States,BZN,Gallatin Field,45.77750015,-111.1529999,EWR,,UA,1,3021.0,1,"Bozeman is the airport for Livingston, Montana"
45,No Reservations,6,1,NR S6.E1,Panama,"Panama City, Panama",2010-01-11,2010-01-11,2010-01-16,5,Anthony Bourdain,Panama City,Panama,PTY,Tocumen International Airport,9.0713596344,-79.3834991455,JFK,EWR,CM|UA,2,3553.6,0,
46,No Reservations,6,2,NR S6.E2,Istanbul,"Istanbul, Turkey",2010-01-18,2010-01-18,2010-01-23,5,Anthony Bourdain,Istanbul,Turkey,IST,Istanbul Airport,41.275278,28.751944,JFK,,TK|US,2,8026.8,0,
47,No Reservations,6,4,NR S6.E4,Prague,"Prague, Czech Republic",2010-02-01,2010-02-01,2010-02-06,5,Anthony Bourdain,Prague,Czech Republic,PRG,Václav Havel Airport Prague,50.1008,14.26,JFK,,DL,1,6551.0,0,
48,No Reservations,6,6,NR S6.E6,Ecuador,"Quito, Ecuador",2010-03-01,2010-03-01,2010-03-06,5,Anthony Bourdain,Guayaquil,Ecuador,GYE,José Joaquín de Olmedo International Airport,-2.15741991997,-79.88359832760001,JFK,,AA|B6|LA|XL,4,4799.0,0,UIO (Quito) has no New York nonstop; resolved to GYE
49,No Reservations,6,9,NR S6.E9,Provence,"Marseille, France",2010-03-22,2010-03-22,2010-03-27,5,Anthony Bourdain,Nice,France,NCE,Nice-Côte d'Azur Airport,43.6584014893,7.215869903560001,JFK,,AF|DL,2,6406.9,0,MRS (Marseille) has no New York nonstop; resolved to NCE
50,No Reservations,6,12,NR S6.E12,Maine,"Portland, United States",2010-04-12,2010-04-12,2010-04-17,5,Anthony Bourdain,Portland,United States,PWM,Portland International Jetport Airport,43.64619827,-70.30930328,JFK,LGA|EWR,B6|DL,2,439.9,1,
51,No Reservations,6,19,NR S6.E19,Dubai,"Dubai, United Arab Emirates",2010-08-09,2010-08-09,2010-08-14,5,Anthony Bourdain,Dubai,United Arab Emirates,DXB,Dubai International Airport,25.2527999878,55.3643989563,JFK,,B6|EK,2,11001.5,0,
52,No Reservations,6,20,NR S6.E20,Rome,"Rome, Italy",2010-08-16,2010-08-16,2010-08-21,5,Anthony Bourdain,Rome,Italy,FCO,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,JFK,EWR,AA|AY|AZ|BA|DL|IB|US,7,6865.7,0,
53,No Reservations,6,24,NR S6.E24,Paris,"Paris, France",2010-09-06,2010-09-06,2010-09-11,5,Anthony Bourdain,Paris,France,CDG,Charles de Gaulle International Airport,49.012798,2.55,JFK,EWR,AA|AF|AY|AZ|BA|DL|EY|IB|QR|SE|US,11,5833.7,0,
54,No Reservations,6,25,NR S6.E25,Madrid,"Madrid, Spain",2010-09-13,2010-09-13,2010-09-18,5,Anthony Bourdain,Madrid,Spain,MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,JFK,EWR,AA|AF|AY|BA|DL|IB|KL|US|UX,9,5762.2,0,
55,No Reservations,7,1,NR S7.E1,Haiti,"Port-au-Prince, Haiti",2011-02-28,2011-02-28,2011-03-05,5,Anthony Bourdain,Port-au-Prince,Haiti,PAP,Toussaint Louverture International Airport,18.57999992370605,-72.2925033569336,JFK,,AA|AF|B6|DL,4,2457.0,0,
56,No Reservations,7,4,NR S7.E4,Vienna,"Vienna, Austria",2011-03-21,2011-03-21,2011-03-26,5,Anthony Bourdain,Vienna,Austria,VIE,Vienna International Airport,48.110298156738,16.569700241089,JFK,EWR,OS|UA,2,6805.0,0,
57,No Reservations,7,7,NR S7.E7,Boston,"Boston, United States",2011-04-18,2011-04-18,2011-04-23,5,Anthony Bourdain,Boston,United States,BOS,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,JFK,LGA|EWR,AA|B6|DL|US,4,300.2,1,
58,No Reservations,7,9,NR S7.E9,Cuba,"Havana, Cuba",2011-07-11,2011-07-11,2011-07-16,5,Anthony Bourdain,Havana,Cuba,HAV,José Martí International Airport,22.989200592041016,-82.40910339355469,JFK,EWR,B6,1,2122.6,0,
59,No Reservations,7,12,NR S7.E12,El Bulli,"Barcelona, Spain",2011-08-01,2011-08-01,2011-08-06,5,Anthony Bourdain,Barcelona,Spain,BCN,Barcelona International Airport,41.2971,2.07846,JFK,EWR,AA|AF|AY|BA|DL|IB|KL|QR|US,9,6150.2,0,"return to elBulli in Roses, Catalonia, before it closed"
60,No Reservations,7,13,NR S7.E13,U.S. Desert,"Palm Springs, United States",2011-08-08,2011-08-08,2011-08-13,5,Anthony Bourdain,Palm Springs,United States,PSP,Palm Springs International Airport,33.8297004699707,-116.50700378417967,EWR,,UA,1,3786.1,1,California High Desert; Palm Springs is the nearest served airport
61,No Reservations,7,14,NR S7.E14,Ukraine,"Kyiv, Ukraine",2011-08-15,2011-08-15,2011-08-20,5,Anthony Bourdain,Kyiv,Ukraine,KBP,Boryspil International Airport,50.345001220703125,30.894699096679688,JFK,,PS,1,7532.6,0,
62,No Reservations,7,16,NR S7.E16,Cajun Country,"Lafayette, United States",2011-08-29,2011-08-29,2011-09-03,5,Anthony Bourdain,New Orleans,United States,MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,JFK,LGA|EWR,9E|AF|AZ|B6|DL|EY|JL|KL|LH|QR|VS,11,1901.5,1,LFT (Lafayette) has no New York nonstop; resolved to MSY
63,No Reservations,8,2,NR S8.E2,Kansas City,"Kansas City, United States",2012-04-16,2012-04-16,2012-04-21,5,Anthony Bourdain,Kansas City,United States,MCI,Kansas City International Airport,39.2976,-94.713898,LGA,EWR,DL|WN,2,1777.7,1,
64,No Reservations,8,4,NR S8.E4,Lisbon,"Lisbon, Portugal",2012-04-30,2012-04-30,2012-05-05,5,Anthony Bourdain,Lisbon,Portugal,LIS,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,JFK,EWR,DL|TP,2,5404.4,0,
65,No Reservations,8,5,NR S8.E5,Japan: Cook It Raw,"Kanazawa, Japan",2012-05-07,2012-05-07,2012-05-12,5,Anthony Bourdain,Tokyo,Japan,NRT,Narita International Airport,35.7647018433,140.386001587,JFK,EWR,AA|DL|JL|NH|UA,5,10830.5,0,Cook It Raw was held in Ishikawa; Tokyo is the international gateway; KMQ (Kanazawa) has no New York nonstop; resolved to NRT
66,No Reservations,8,6,NR S8.E6,Finland,"Helsinki, Finland",2012-05-14,2012-05-14,2012-05-19,5,Anthony Bourdain,Helsinki,Finland,HEL,Helsinki Vantaa Airport,60.317199707031,24.963300704956,JFK,,AA|AY|BA|IB,4,6607.3,0,
67,No Reservations,8,7,NR S8.E7,Baja,"Tijuana, Mexico",2012-05-28,2012-05-28,2012-06-02,5,Anthony Bourdain,San Diego,United States,SAN,San Diego International Airport,32.7336006165,-117.190002441,JFK,EWR,AA|AS|B6|DL|QR|US,6,3928.0,1,"Baja California; San Diego is the usual gateway across the border; TIJ (Tijuana) has no New York nonstop; resolved to SAN; Tijuana, Mexico is served from SAN in United States"
68,No Reservations,9,1,NR S9.E1,Austin,"Austin, United States",2012-09-03,2012-09-03,2012-09-08,5,Anthony Bourdain,Austin,United States,AUS,Austin Bergstrom International Airport,30.194499969482425,-97.6698989868164,JFK,EWR,AA|B6|DL|US,4,2445.5,1,
69,No Reservations,9,7,NR S9.E7,Rio,"Rio de Janeiro, Brazil",2012-10-15,2012-10-15,2012-10-20,5,Anthony Bourdain,Rio de Janeiro,Brazil,GIG,Rio Galeão – Tom Jobim International Airport,-22.8099994659,-43.2505569458,JFK,,AA|JJ|US,3,7729.3,0,
70,No Reservations,9,9,NR S9.E9,Dominican Republic,"Santo Domingo, Dominican Republic",2012-10-29,2012-10-29,2012-11-03,5,Anthony Bourdain,Santo Domingo,Dominican Republic,SDQ,Las Américas International Airport,18.42970085144,-69.668899536133,JFK,EWR,B6|DL,2,2500.7,0,
71,Parts Unknown,1,2,PU S1.E2,"Koreatown, Los Angeles","Los Angeles, United States",2013-04-21,2013-04-21,2013-04-26,5,Anthony Bourdain,Los Angeles,United States,LAX,Los Angeles International Airport,33.94250107,-118.4079971,JFK,EWR,AA|AS|B6|DL|QF|UA|US|VX,8,3974.2,1,
72,Parts Unknown,1,3,PU S1.E3,Colombia,"Bogota, Colombia",2013-04-28,2013-04-28,2013-05-03,5,Anthony Bourdain,Bogota,Colombia,BOG,El Dorado International Airport,4.70159,-74.1469,JFK,EWR,AV|DL|UA|US,4,3996.3,0,
73,Parts Unknown,1,4,PU S1.E4,Quebec,"Quebec City, Canada",2013-05-05,2013-05-05,2013-05-10,5,Anthony Bourdain,Quebec City,Canada,YQB,Quebec Jean Lesage International Airport,46.7911,-71.393303,EWR,,UA,1,713.7,0,
74,Parts Unknown,1,5,PU S1.E5,Morocco (Tangier),"Tangier, Morocco",2013-05-12,2013-05-12,2013-05-17,5,Anthony Bourdain,Casablanca,Morocco,CMN,Mohammed V International Airport,33.36750030517578,-7.589970111846924,JFK,,AT,1,5795.0,0,TNG (Tangier) has no New York nonstop; resolved to CMN
75,Parts Unknown,1,7,PU S1.E7,Peru,"Cusco, Peru",2013-06-02,2013-06-02,2013-06-07,5,Anthony Bourdain,Lima,Peru,LIM,Jorge Chávez International Airport,-12.0219,-77.114305,JFK,EWR,AA|JJ|LA,3,5865.8,0,CUZ (Cusco) has no New York nonstop; resolved to LIM
76,Parts Unknown,2,2,PU S2.E2,Jerusalem,"Jerusalem, Israel",2013-09-15,2013-09-15,2013-09-20,5,Anthony Bourdain,Jerusalem,Israel,TLV,Ben Gurion International Airport,32.01139831542969,34.88669967651367,JFK,EWR,DL|LY,2,9117.1,0,"Tel Aviv is the gateway; the episode covers Jerusalem, Gaza and the West Bank"
77,Parts Unknown,2,3,PU S2.E3,Spain,"Madrid, Spain",2013-09-22,2013-09-22,2013-09-27,5,Anthony Bourdain,Madrid,Spain,MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,JFK,EWR,AA|AF|AY|BA|DL|IB|KL|US|UX,9,5762.2,0,
78,Parts Unknown,2,4,PU S2.E4,New Mexico,"Albuquerque, United States",2013-09-29,2013-09-29,2013-10-04,5,Anthony Bourdain,Albuquerque,United States,ABQ,Albuquerque International Sunport,35.040199,-106.609001,JFK,,B6,1,2931.4,1,
79,Parts Unknown,2,5,PU S2.E5,Copenhagen,"Copenhagen, Denmark",2013-10-06,2013-10-06,2013-10-11,5,Anthony Bourdain,Copenhagen,Denmark,CPH,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,JFK,EWR,DY,1,6188.7,0,
80,Parts Unknown,2,7,PU S2.E7,South Africa,"Johannesburg, South Africa",2013-10-20,2013-10-20,2013-10-25,5,Anthony Bourdain,Johannesburg,South Africa,JNB,OR Tambo International Airport,-26.1392,28.246,JFK,,B6|SA|UA|US,4,12831.3,0,
81,Parts Unknown,2,8,PU S2.E8,Tokyo,"Tokyo, Japan",2013-11-03,2013-11-03,2013-11-08,5,Anthony Bourdain,Tokyo,Japan,NRT,Narita International Airport,35.7647018433,140.386001587,JFK,EWR,AA|DL|JL|NH|UA,5,10830.5,0,
82,Parts Unknown,2,9,PU S2.E9,Detroit,"Detroit, United States",2013-11-10,2013-11-10,2013-11-15,5,Anthony Bourdain,Detroit,United States,DTW,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,JFK,LGA|EWR,DL,1,816.7,1,
83,Parts Unknown,3,2,PU S3.E2,"Punjab, India","Amritsar, India",2014-04-13,2014-04-13,2014-04-18,5,Anthony Bourdain,Delhi,India,DEL,Indira Gandhi International Airport,28.5665,77.103104,JFK,EWR,AI|DL,2,11754.5,0,ATQ (Amritsar) has no New York nonstop; resolved to DEL
84,Parts Unknown,3,3,PU S3.E3,Las Vegas,"Las Vegas, United States",2014-04-20,2014-04-20,2014-04-25,5,Anthony Bourdain,Las Vegas,United States,LAS,McCarran International Airport,36.08010101,-115.1520004,JFK,EWR,AA|B6|DL|EY|HA|QR|US|VX,8,3609.3,1,
85,Parts Unknown,3,5,PU S3.E5,Mexico,"Mexico City, Mexico",2014-05-04,2014-05-04,2014-05-09,5,Anthony Bourdain,Mexico City,Mexico,MEX,Licenciado Benito Juarez International Airport,19.4363,-99.072098,JFK,EWR,4O|AM|AZ|B6|DL,5,3365.3,0,
86,Parts Unknown,3,6,PU S3.E6,Russia,"Moscow, Russia",2014-05-11,2014-05-11,2014-05-16,5,Anthony Bourdain,Moscow,Russia,SVO,Sheremetyevo International Airport,55.972599,37.4146,JFK,,DL|SU,2,7480.9,0,
87,Parts Unknown,3,7,PU S3.E7,Mississippi Delta,"Memphis, United States",2014-05-18,2014-05-18,2014-05-23,5,Anthony Bourdain,Memphis,United States,MEM,Memphis International Airport,35.04240036010742,-89.97669982910156,LGA,EWR,AA|DL,2,1546.9,1,"the Delta is driven from Memphis, its northern gateway"
88,Parts Unknown,3,9,PU S3.E9,"Bahia, Brazil","Salvador, Brazil",2014-06-08,2014-06-08,2014-06-13,5,Anthony Bourdain,Sao Paulo,Brazil,GRU,Guarulhos - Governador André Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,JFK,EWR,AA|DL|G3|JJ|LA|US,6,7664.0,0,SSA (Salvador) has no New York nonstop; resolved to GRU
89,Parts Unknown,4,2,PU S4.E2,Shanghai,"Shanghai, China",2014-09-28,2014-09-28,2014-10-03,5,Anthony Bourdain,Shanghai,China,PVG,Shanghai Pudong International Airport,31.143400192260746,121.80500030517578,JFK,EWR,CA|DL|MU,3,11873.7,0,
90,Parts Unknown,4,8,PU S4.E8,Massachusetts,"Boston, United States",2014-11-09,2014-11-09,2014-11-14,5,Anthony Bourdain,Boston,United States,BOS,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,JFK,LGA|EWR,AA|B6|DL|US,4,300.2,1,"Provincetown, where Bourdain started cooking; Boston is its gateway"
91,Parts Unknown,4,9,PU S4.E9,Jamaica,"Kingston, Jamaica",2014-11-16,2014-11-16,2014-11-21,5,Anthony Bourdain,Kingston,Jamaica,KIN,Norman Manley International Airport,17.935699462890625,-76.7874984741211,JFK,,B6|BW|DL|OJ,4,2541.0,0,
92,Parts Unknown,5,2,PU S5.E2,Korea,"Seoul, South Korea",2015-04-26,2015-04-26,2015-05-01,5,Anthony Bourdain,Seoul,South Korea,ICN,Incheon International Airport,37.46910095214844,126.45099639892578,JFK,,DL|KE|OZ|UA,4,11088.8,0,
